itemid,subitemid,orderid,title/en,description/en,creator#0/en,creator#1/en,location:placename/en,dateCreated:start,dateCreated:end,filetype,format,subjects,subject#0,subject#1,subject#2,subject#3,subject#4,subject#5,filespec,filename,customtext:LCHSObjectID,rights
01-01-113,,,"A Street scene from Moscow, Idaho","A street scene showing residential areas of Moscow, Idaho with a garage in the foreground, early 1950s.",,,"Moscow, Idaho",1950,1954,image,image/jpeg,Moscow; Idaho; Street Scene; Garage; Residential,Moscow,Idaho,Street Scene,Garage,Residential,,01-01-113.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-113.jpg,01-01-113,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-114,,,"Moscow, Idaho looking north from 6th and Jackson Streets","Looking north from 6th and Jackson Streets, roof of the Mark P. Miller Flour Mill is in the foreground.",,,"Moscow, Idaho",1950,1954,image,image/jpeg,Moscow; Idaho; Residential; Business,Moscow,Idaho,Residential,Business,,,01-01-114.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-114.jpg,01-01-114,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-115,,,"Moscow, Idaho looking west across the railroad tracks at the University of Idaho","A view of Moscow, IDaho looking west across the railroad tracks at the University of Idaho.  Photo shows 6th Street going into campus and a coal steam locomotive moving down the railroad tracks.",,,"Moscow, Idaho",1950,1954,image,image/jpeg,Moscow; Idaho; University of Idaho; Railroad; Locomotive,Moscow,Idaho,University of Idaho,Railroad,Locomotive,,01-01-115.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-115.jpg,01-01-115,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-116,,,"Panoramic view of southwest Moscow, Idaho showing the railroad and University of Idaho","Panoramic view of Moscow, Idaho looking southwest.  In this image railroad tracks and warehouses are visible along with the University of Idaho Forestry Nursery, Sigma Alpha Epsilon house.",,,"Moscow, Idaho",1950,1954,image,image/jpeg,Moscow; Idaho; Railroad; Sigma Alpha Epsilon; University of Idaho; Forestry,Moscow,Idaho,Railroad,Sigma Alpha Epsilon,University of Idaho,Forestry,01-01-116.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-116.jpg,01-01-116,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-117,,,"Panoramic view of the University of Idaho located in Moscow, Idaho","Panoramic view of the University of Idaho from behind the railroad tracks, buildings in the image include the Administratino Building, Morrill Hall and ""I"" water tower among others.",,,"Moscow, Idaho",1950,1954,image,image/jpeg,Moscow; Idaho; Railroad; University of Idaho; Administration Building; Water Tower,Moscow,Idaho,Railroad,University of Idaho,Administration Building,Water Tower,01-01-117.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-117.jpg,01-01-117,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-118,,,"Looking down on 6th Street in Moscow, Idaho","Looking at the roofs of warehouses and 6th Street in Moscow, Idaho.  In the upper left corner you can see Johnnie's Cafe serving Coca-Cola with sandwiches, steaks and a fountain. ",,,"Moscow, Idaho",1950,1954,image,image/jpeg,Moscow; Idaho; Warehouse; Johnnie's; Coca-Cola,Moscow,Idaho,Warehouse,Johnnie's,Coca-Cola,,01-01-118.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-118.jpg,01-01-118,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-119,,,"Looking over Moscow, Idaho towards Moscow Mountain","Looking over Moscow, Idaho towards Moscow Mountain, circa 1965.",,,"Moscow, Idaho",1965,,image,image/jpeg,Moscow; Idaho; Moscow Mountain,Moscow,Idaho,Moscow Mountain,,,,01-01-119.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-119.jpg,01-01-119,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-120,,,"Looking over Moscow, Idaho towards Moscow Mountain","Looking over Moscow, Idaho towards Moscow Mountain, circa 1965.",,,"Moscow, Idaho",1965,,image,image/jpeg,Moscow; Idaho; Moscow Mountain; Aerial,Moscow,Idaho,Moscow Mountain,Aerial,,,01-01-120.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-120.jpg,01-01-120,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-121,,,"Aerial view of Moscow, Idaho in color","An aerial view of Moscow, Idaho in color.  This image shows the University of Idaho, and Moscow Mountain.",,,"Moscow, Idaho",1960,1969,image,image/jpeg,Moscow; Idaho; Moscow Mountain; University of Idaho; Aerial,Moscow,Idaho,Moscow Mountain,University of Idaho,Aerial,,01-01-121.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-121.jpg,01-01-121,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-122,,,"Downtown Moscow, Idaho looking northwest","Downtown view of Moscow, Idaho looking northwest showing Latah County Grain Growers Inc. silos and warehouse in the foreground.",,,"Moscow, Idaho",1960,1969,image,image/jpeg,Moscow; Idaho; Silos; Warehouses; Business,Moscow,Idaho,Silos,Warehouses,Business,,01-01-122.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-122.jpg,01-01-122,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-123,,,"Aerial view of Moscow, Idaho looking east","Aerial view of Moscow, Idaho looking east showing the University of Idaho, railroad, downtown and residential districts.",,,"Moscow, Idaho",1960,1969,image,image/jpeg,Moscow; Idaho; University of Idaho; Railroad; Residential; Downtown,Moscow,Idaho,University of Idaho,Railroad,Residential,Downtown,01-01-123.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-123.jpg,01-01-123,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-124,,,"Aerial view of Moscow, Idaho Main Street","An aerial view of Moscow, Idaho's Main Street showing the railroad and business district of Moscow, Idaho.",,,"Moscow, Idaho",1960,1969,image,image/jpeg,Moscow; Idaho; Railroad; Main Street; Downtown,Moscow,Idaho,Railroad,Main Street,Downtown,,01-01-124.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-124.jpg,01-01-124,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-125,,,"Aerial view of Moscow, Idaho looking south","An aerial view of Moscow, Idaho showing Main Street and Highway 95 going south.",,,"Moscow, Idaho",1960,1969,image,image/jpeg,Moscow; Idaho; Main Street; Highway 95; Downtown,Moscow,Idaho,Main Street,Highway 95,Downtown,,01-01-125.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-125.jpg,01-01-125,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-126,,,"Aerial view of Moscow, Idaho looking south","An aerial view of Moscow, Idaho looking south, shwoing Main Street, railroad and associated warehouses.",,,"Moscow, Idaho",1960,1969,image,image/jpeg,Moscow; Idaho; Main Street; Downtown; Railroad; Warehouse,Moscow,Idaho,Main Street,Downtown,Railroad,Warehouse,01-01-126.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-126.jpg,01-01-126,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-127,,,"Aerial view of Moscow, Idaho looking south","An aerial view of Moscow, Idaho showing Main Street and Highway 95 going south.",,,"Moscow, Idaho",1960,1969,image,image/jpeg,Moscow; Idaho; Main Street; Highway 95; Downtown,Moscow,Idaho,Main Street,Highway 95,Downtown,,01-01-127.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-127.jpg,01-01-127,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-128,,,"Aerial view of Moscow, Idaho looking east","Aerial view of Moscow, Idaho looking east from Main Street",,,"Moscow, Idaho",1960,1969,image,image/jpeg,Moscow; Idaho; Residential; Main Street,Moscow,Idaho,Residential,Main Street,,,01-01-128.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-128.jpg,01-01-128,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-129,,,"Aerial view of Moscow, Idaho looking northwest","Aerial view of Moscow, Idaho in color looking northwest.",,,"Moscow, Idaho",,,image,image/jpeg,Moscow; Idaho; Aerial; Residential; Farmland; Palouse,Moscow,Idaho,Aerial,Residential,Farmland,Palouse,01-01-129.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-129.jpg,01-01-129,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-130,,,"No 62 Looking N.E. from University of Idaho Moscow, Idaho","A view of Moscow, Idaho looking N.E. from the University of Idaho",,,"Moscow, Idaho",,,image,image/jpeg,Moscow; Idaho; University of Idaho; Moscow Mountain,Moscow,Idaho,University of Idaho,Moscow Mountain,,,01-01-130.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-130.jpg,01-01-130,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-131,,,Moscow from courthouse ,A panoramic photograph from the Latah County Court House rooftop.,,,"Moscow, Idaho",1901,,image,image/jpeg,Moscow; Idaho,Moscow,Idaho,,,,,01-01-131.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-131.jpg,01-01-131,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-132,,,"Overhead view of Moscow, Idaho","Overhead view of Moscow, Idaho from 5,000 feet on a clear day. Stamped ""Official US Navy Photo.""","Johnson, Walt",,"Moscow, Idaho",1972-06-21,,image,image/jpeg,Moscow; Idaho; Overhead; University of Idaho; Main Street; Residential,Moscow,Idaho,Overhead,University of Idaho,Main Street,Residential,01-01-132.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-132.jpg,01-01-132,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-133,,,"A view of the palouse covered in snow near Moscow, Idaho","Moscow in winter, 1969, looking SE from top of hill past Guy Nearing's house","Talbott, John",,"Moscow, Idaho",1969,,image,image/jpeg,Moscow; Idaho; Winter; Palouse,Moscow,Idaho,Winter,Palouse,,,01-01-133.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-133.jpg,01-01-133,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-136,,,"A horse in a pasture near Moscow, Idaho","Moscow outskirts, horse in a pasture.  View is East from Deakin Ext. and with Alma Keeling's barn on the left and Tomer's Butte in the background on the right.","Talbott, John",,"Moscow, Idaho",1950,,image,image/jpeg,Moscow; Idaho; Horse; Pasture; Tomer Butte,Moscow,Idaho,Horse,Pasture,Tomer Butte,,01-01-136.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-136.jpg,01-01-136,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-137,,,"A horse in a pasture near Moscow, Idaho","This image shows a horse at a fence, looking southwest from Deakin Ext. toward Ridge Road in Moscow, Idaho. ","Talbott, John",,"Moscow, Idaho",1950,,image,image/jpeg,Moscow; Idaho; Horse; Fence,Moscow,Idaho,Horse,Fence,,,01-01-137.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-137.jpg,01-01-137,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-138,,,"The old depot site in Moscow, Idaho",Color photo looking west on 6th Street at the Unviersity of Idaho showing the railroad tracks and old depot site.,,,"Moscow, Idaho",,,image,image/jpeg,Moscow; Idaho; Kibbie Dome; Taco Time; Latah County Grain Growers; Railroad,Moscow,Idaho,Kibbie Dome,Taco Time,Latah County Grain Growers,Railroad,01-01-138.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-138.jpg,01-01-138,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-139,,,"Moscow, Idaho from the Unviersity of Idaho northeast","A view of Moscow, Idaho lookinging northeast from the University of Idaho.  Neale Stadium is seen in the foreground on the left.  Moscow Mountain can be seen in the distance. ",,,"Moscow, Idaho",1950,1959,image,image/jpeg,Moscow; Idaho; University of Idaho; Agriculture; Moscow Mountain,Moscow,Idaho,University of Idaho,Agriculture,Moscow Mountain,,01-01-139.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-139.jpg,01-01-139,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-140,,,"Landscape photograph of Moscow, Idaho","A landscape photograph of Moscow, Idaho looking North with views of Main Street, the Railroad and associated buildings with some views of the Residential neighborhoods.",,,"Moscow, Idaho",1950,1959,image,image/jpeg,Aerial View; Main Street; Railroad; Depot; Downtown; Trees,Aerial View,Main Street,Railroad,Depot,Downtown,Trees,01-01-140.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-140.jpg,01-01-140,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-141,,,"Landscape photograph of Moscow, Idaho ","A landscape photograph of Moscow, Idaho looking east from approximately First Street to 8th Street, showing downtown, grain elevators, high school, Latah County Courthouse, trees and some fields to the east.",,,"Moscow, Idaho",,,image,image/jpeg,Aerial View; Downtown; grain elevators; Trees; Courthouse; High School,Aerial View,Downtown,Grain elevators,Trees,Courthouse,High School,01-01-141.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-141.jpg,01-01-141,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-142,,,"Landscape photograph of Moscow, Idaho","A landscape photograph of Moscow, Idaho looking northeast with views of the standpipe, schools and row of sheds and homes in foreground, Moscow Mountain in background.",,,"Moscow, Idaho",,,image,image/jpeg,Aerial View; standpipe; Early Moscow; Schools; Moscow Mountain,Aerial View,Standpipe,Early Moscow,Schools,Moscow Mountain,,01-01-142.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-142.jpg,01-01-142,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-143,,,"Stereoptic panoramic view of Moscow, Idaho","A panoramic view of Moscow, Idaho.",O. W. Watson Co.,,"Moscow, Idaho",1904,1912,image,image/jpeg,Stereoscopic; Residential,Stereoscopic,Residential,,,,,01-01-143.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-143.jpg,01-01-143,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-144,,,"Stereoptic panoramic view of Moscow, Idaho","Moscow, the pride of Paradise Valley in Mid-winter.  Image shows residential and downtown areas.",Olof P. Larsen,,"Moscow, Idaho",1904,1912,image,image/jpeg,Stereoscopic; Landscape; Residential; Commercial,Stereoscopic,Landscape,Residential,Commercial,,,01-01-144.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-144.jpg,01-01-144,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-145,,,"Stereoptic panoramic view of Moscow, Idaho","Moscow, the pride of Paradise Valley in Mid-winter.  Image shows residential and downtown areas.",Olof P. Larsen,,"Moscow, Idaho",1904,1912,image,image/jpeg,Stereoscopic; Landscape; Residential; Commercial,Stereoscopic,Landscape,Residential,Commercial,,,01-01-145.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-145.jpg,01-01-145,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-146,,,"Stereoptic panoramic view of Moscow, Idaho","Looking southwest from the Latah County Court House in Moscow, Idaho.  This image shows the residential areas of Moscow.",Olof P. Larsen,,"Moscow, Idaho",1904,1912,image,image/jpeg,Stereoscopic; Residential; Landscape,Stereoscopic,Residential,Landscape,,,,01-01-146.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-146.jpg,01-01-146,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-147,,,"Stereoptic panoramic view of Moscow, Idaho","Looking Nnorth along Adams Street in Moscow, Idaho. This image shows the First United Methodist Church, Moscow High School prior to 1912.",Olof P. Larsen,,"Moscow, Idaho",1904,1912,image,image/jpeg,United Methodist Church; School; Snow; Winter;Stereoscopic,United Methodist Church,School,Snow,Winter,Stereoscopic,,01-01-147.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-147.jpg,01-01-147,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-148,,,"Stereoptic panoramic view of Moscow, Idaho","Looking northeast from the Latah County Courthouse in Moscow, Idaho, showing residential area of Moscow, Idaho.",Olof P. Larsen,,"Moscow, Idaho",1904,1912,image,image/jpeg,Stereoscopic; Landscape; Chimney; Residences; Snow,Stereoscopic,Landscape,Chimney,Residences,snow,,01-01-148.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-148.jpg,01-01-148,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-149,,,"Stereoptic panoramic view of Moscow, Idaho","Looking twoard the University of Idaho from the First National Bank in Moscow, Idaho, showing commercial areas of Moscow, Idaho.",Olof P. Larsen,,"Moscow, Idaho",1904,1912,image,image/jpeg,Stereoscopic; Idaho;Moscow; Marble; Granite; Stables,Stereoscopic,Idaho,Moscow,Marble,Granite,Stables,01-01-149.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-149.jpg,01-01-149,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-150,,,"View of Moscow, Idaho from Morrill Hall, University of Idaho.","This landscape photograph shows Moscow, Idaho taken from Morrill Hall at the University of Idaho.  On the reverse of the image an inscription was written:

""John from the window of my old office in Morrill HJall.  My residence is about a half mile to the right of the stand-pipe.  The main street runs the way the picture lies. Moscow natatorium lies behind.""",,,"Moscow, Idaho",1910,,image,image/jpeg,Moscow Mountain; Residences; Field; Track,Moscow Mountain,Residences,Field,Track,,,01-01-150.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-150.jpg,01-01-150,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-151,,,Looking South at the University of Idaho,Looking south at the University of Idaho in the 1960s.,,,"Moscow, Idaho",1960,,image,image/jpeg,University of Idaho; Residences; Railroad,University of Idaho,Residences,Railroad,,,,01-01-151.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-151.jpg,01-01-151,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-152,,,Looking North at the rail yards,"Looking north at the railroad yards in Moscow, Idaho showing silos, depots and rail cards.  Moscow Mountain is also visible in the background.",,,"Moscow, Idaho",1960,,image,image/jpeg,Railroad; Silo; Depot; Warehouse,Railroad,Silo,Depot,Warehouse,,,01-01-152.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-152.jpg,01-01-152,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-153,,,"Moscow, Idaho, 1883","A view of Moscow, Idaho in 1883 showing commercial and residential buildings in a rural setting.  This view is looking southeast.",,,"Moscow, Idaho",1883,,image,image/jpeg,Small Town; Rural; Town Building; Construction; Farms; Fencing,Small Town,Rural,Town Building,Construction,Farms,Fencing,01-01-153.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-153.jpg,01-01-153,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-155,,,"No. 58, looking East from University of Idaho Moscow, Idaho","Looking east from the University of Idaho, focusing on railroad and residences.",,,"Moscow, Idaho",,,image,image/jpeg,Railroad; Residences; Landscape; Warehouse,Railroad,Residences,Landscape,Warehouse,,,01-01-155.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-155.jpg,01-01-155,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-157,,,Moscow from Paradise Ridge,"Looking over the palouse from Paradise Ridge twoard Moscow, Idaho in the distance.",,,"Moscow, Idaho",,,image,image/jpeg,Wheat; Fields; Farms; Palouse,Wheat,Fields,Farms,Palouse,,,01-01-157.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-157.jpg,01-01-157,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-158,,,A view of the Lewiston Grade,"Looking at the Lewiston Grade from the top showing Lewiston, Idaho, the Clearwater River and the Snake River.",,,"Lewiston, Idaho",1940,1945,image,image/jpeg,Clearwater River; Snake River; Cars; Monument; Lewiston; Idaho,Clearwater River,Snake River,Cars,Monument,Lewiston,Idaho,01-01-158.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-158.jpg,01-01-158,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-159,,,"A hunting party in Moscow, Idaho","A hunting party in Moscow, Idaho consisting of men and boys with a variety of firearms.",,,"Moscow, Idaho",1870,1890,image,image/jpeg,Hunting; Party; Firearms; Wagon; Construction,Hunting,Party,Firearms,Wagon,Construction,,01-01-159.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-159.jpg,01-01-159,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-160,,,A view of Moscow from University Heights,"A view of Moscow from University heights showing residences, University of Idaho buildings and Moscow Mountain.",,,"Moscow, Idaho",1940,,image,image/jpeg,University of Idaho;Moscow; Idaho; Campus,University of Idaho,Moscow,Idaho,Campus,,,01-01-160.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-160.jpg,01-01-160,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-161,,,View of Moscow looking southeast,"A view of Moscow, Idaho looking southeast showing the McConnell-Maguire Department Store, Dopwntown businesses and residences.",,,"Moscow, Idaho",1900,1905,image,image/jpeg,Moscow; Idaho; Residences; Businesses,Moscow,Idaho,Residences,Businesses,,,01-01-161.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-161.jpg,01-01-161,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-162,,,"No 21 Birds eye view business district Moscow, Idaho","A birds eye view of the business district of Moscow, Idaho showing the Potlatch Lumber Comopany yard, Williamsons Department Store, and other Main Street businesses.",,,"Moscow, Idaho",1930,1940,image,image/jpeg,Moscow; Idaho; Main Street; Potlatch; Williamson's,Moscow,Idaho,Main Street,Potlatch,Williamson's,,01-01-162.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-162.jpg,01-01-162,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-163,,,"No 61 Main Street Moscow, Idaho",A view of Main Street in Moscow Idaho showing wide sidewalks and roadway.  Businesses in this photograph are Williamson's Department Store and a shoe store. ,,,"Moscow, Idaho",1910,1915,image,image/jpeg,Moscow; Idaho; Main Street; Williamson's,Moscow,Idaho,Main Street,Williamson's,,,01-01-163.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-163.jpg,01-01-163,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-164,,,"No. 24 Birds eye view business section Moscow, Idaho","A birds Eye view of Moscow, Idaho showing a church, the federal building and other downtown buildings.",,,"Moscow, Idaho",1890,1904,image,image/jpeg,Moscow; Idaho; Federal Building; Post Office,Moscow,Idaho,Federal Building,Post Office,,,01-01-164.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-164.jpg,01-01-164,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-165,,,"No. 59 View from state university Moscow, Idaho","A view of Moscow, Idaho from the University of Idaho with labels including fairgrounds, city water supply, where I stay, Flour mill and others.",,,"Moscow, Idaho",1935,1945,image,image/jpeg,Moscow; Idaho; University of Idaho; Fairgrounds,Moscow,Idaho,University of Idaho,Fairgrounds,,,01-01-165.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-165.jpg,01-01-165,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-166,,,"Moscow Mountain from Moscow, Idaho","A view of Moscow Mountain from Moscow, Idaho.",,,"Moscow, Idaho",,,image,image/jpeg,Moscow Mountain;Moscow; Idaho; Snow; Trees,Moscow Mountain,Moscow,Idaho,Snow,Trees,,01-01-166.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-166.jpg,01-01-166,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-167,,,"Moscow, Idaho in 1885","Moscow Idaho in 1885, showing the rural roots of the community including natural Paradise Creek in the foreground and rural farmland with a wide scattering of residences.",,,"Moscow, Idaho",1885,,image,image/jpeg,Moscow; Idaho; Farms; Warehouse; Paradise Creek,Moscow,Idaho,Farms,Warehouse,Paradise Creek,,01-01-167.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-167.jpg,01-01-167,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
01-01-168,,,"Aerial view of Moscow, Idaho","Aerial view of Moscow, Idaho looking northeast.  This photograph was taken in 1919 when President Woodrow Wilson planted a tree on the University of Idaho campus.",,,"Moscow, Idaho",1919,,image,image/jpeg,Moscow; Idaho; Woodrow Wilson; University of Idaho,Moscow,Idaho,Woodrow Wilson,University of Idaho,,,01-01-168.jpg,https://latahcountyhistory.sfo3.digitaloceanspaces.com/demo-moscow/01-01-168.jpg,01-01-168,"Copyright, Latah County Historical Society Collections.  All Rights reserved, contact the Latah County Historical Society for reproduction information."
